record_id,outlet_id,outlet_name,area,zone,store_format,store_size_sqft,opening_year,month,footfall,orders,avg_order_value,revenue,cogs,rent,salaries,marketing_spend,utilities,total_cost,profit,profit_margin_pct
R10160,OUT109,BrewBite Banashankari High,Banashankari,South,High Street,1030,2022,2023-01,3136,2264,240,542650,156608,73600,105000,30719,47900,413827,128823,23.7
R10161,OUT109,BrewBite Banashankari High,Banashankari,South,High Street,1030,2022,2023-02,3039,1712,243,416800,119975,73600,90000,27632,39800,351007,65793,15.8
R10162,OUT109,BrewBite Banashankari High,Banashankari,South,High Street,1030,2022,2023-03,3793,2337,229,535780,184648,73600,85400,39370,40400,423418,112362,21
R10163,OUT109,BrewBite Banashankari High,Banashankari,South,High Street,1030,2022,2023-04,3681,2055,263,540810,173717,73600,101700,16993,38900,404910,135900,25.1
R10164,OUT109,BrewBite Banashankari High,Banashankari,South,High Street,1030,2022,2023-05,4330,2795,252,703240,231772,73600,91500,40797,45900,483569,219671,31.2
R10165,OUT109,BrewBite Banashankari High,Banashankari,South,High Street,1030,2022,2023-06,4079,2803,231,648380,215502,73600,99200,18833,43800,450935,197445,30.5
R10166,OUT109,BrewBite Banashankari High,Banashankari,South,High Street,1030,2022,2023-07,3561,2234,267,595570,198808,73600,89900,15217,31500,409025,186545,31.3
R10167,OUT109,BrewBite Banashankari High,Banashankari,South,High Street,1030,2022,2023-08,4104,2503,269,673300,212761,73600,87800,22815,38100,435076,238224,35.4
R10168,OUT109,BrewBite Banashankari High,Banashankari,South,High Street,1030,2022,2023-09,4473,2688,238,639440,205698,73600,99000,37771,45500,461569,177871,27.8
R10169,OUT109,BrewBite Banashankari High,Banashankari,South,High Street,1030,2022,2023-10,4670,2861,236,675450,226525,73600,103500,27635,51800,483060,192390,28.5
R10170,OUT109,BrewBite Banashankari High,Banashankari,South,High Street,1030,2022,2023-11,5118,2997,259,775370,243386,73600,89000,40130,36800,482916,292454,37.7
R10171,OUT109,BrewBite Banashankari High,Banashankari,South,High Street,1030,2022,2023-12,5260,3499,224,782940,264812,73600,107500,52007,44300,542219,240721,30.7
R10172,OUT109,BrewBite Banashankari High,Banashankari,South,High Street,1030,2022,2024-01,4787,2866,251,720790,246187,73600,112300,39341,46600,518028,202762,28.1
R10173,OUT109,BrewBite Banashankari High,Banashankari,South,High Street,1030,2022,2024-02,4241,2906,266,773810,273559,73600,97200,47384,40300,532043,241767,31.2
R10174,OUT109,BrewBite Banashankari High,Banashankari,South,High Street,1030,2022,2024-03,4674,2841,196,558010,173407,73600,93200,13816,47300,401323,156687,28.1
R10175,OUT109,BrewBite Banashankari High,Banashankari,South,High Street,1030,2022,2024-04,4330,2937,192,564590,189214,73600,97600,46723,44200,451337,113253,20.1
R10176,OUT109,BrewBite Banashankari High,Banashankari,South,High Street,1030,2022,2024-05,4604,2777,232,644840,215421,73600,100100,35453,43300,467874,176966,27.4
R10177,OUT109,BrewBite Banashankari High,Banashankari,South,High Street,1030,2022,2024-06,4659,2638,263,694570,220773,73600,106800,33091,49900,484164,210406,30.3
R10178,OUT109,BrewBite Banashankari High,Banashankari,South,High Street,1030,2022,2024-07,4373,3218,247,793750,257381,73600,77200,40739,47100,496020,297730,37.5
R10179,OUT109,BrewBite Banashankari High,Banashankari,South,High Street,1030,2022,2024-08,4294,2641,196,518890,175192,73600,91800,16587,49300,406479,112411,21.7
R10180,OUT110,BrewBite Bellandur Food,Bellandur,East,Food Court,471,2021,2023-01,8816,5180,263,1361670,415774,32000,45800,50595,28900,573069,788601,57.9
R10181,OUT110,BrewBite Bellandur Food,Bellandur,East,Food Court,471,2021,2023-02,7978,5702,212,1207020,412379,32000,43700,75006,24700,587785,619235,51.3
R10182,OUT110,BrewBite Bellandur Food,Bellandur,East,Food Court,471,2021,2023-03,8919,5419,220,1193580,407385,32000,46300,68206,33900,587791,605789,50.8
R10183,OUT110,BrewBite Bellandur Food,Bellandur,East,Food Court,471,2021,2023-04,9066,5259,277,1454470,450490,32000,38600,113871,27700,662661,791809,54.4
R10184,OUT110,BrewBite Bellandur Food,Bellandur,East,Food Court,471,2021,2023-05,9496,5187,257,1334720,418393,32000,39400,86522,28200,604515,730205,54.7
R10185,OUT110,BrewBite Bellandur Food,Bellandur,East,Food Court,471,2021,2023-06,7965,5748,268,1538500,482477,32000,36500,87139,30300,668416,870084,56.6
R10186,OUT110,BrewBite Bellandur Food,Bellandur,East,Food Court,471,2021,2023-07,8989,5630,264,1483770,441131,32000,47100,110429,28300,658960,824810,55.6
R10187,OUT110,BrewBite Bellandur Food,Bellandur,East,Food Court,471,2021,2023-08,8712,5867,243,1427640,456932,32000,49500,73515,25500,637447,790193,55.3
R10188,OUT110,BrewBite Bellandur Food,Bellandur,East,Food Court,471,2021,2023-09,9047,5993,238,1427180,457170,32000,36900,51708,27100,604878,822302,57.6
R10189,OUT110,BrewBite Bellandur Food,Bellandur,East,Food Court,471,2021,2023-10,10947,7301,214,1558860,566976,32000,39200,53905,26700,718781,840079,53.9
R10190,OUT110,BrewBite Bellandur Food,Bellandur,East,Food Court,471,2021,2023-11,11504,6999,254,1779330,522388,32000,43000,154829,33400,785617,993713,55.8
R10191,OUT110,BrewBite Bellandur Food,Bellandur,East,Food Court,471,2021,2023-12,11303,7415,254,1885220,567357,32000,38800,78272,25600,742029,1143191,60.6
R10192,OUT110,BrewBite Bellandur Food,Bellandur,East,Food Court,471,2021,2024-01,9148,6657,241,1606590,468606,32000,39800,105866,30600,676872,929718,57.9
R10193,OUT110,BrewBite Bellandur Food,Bellandur,East,Food Court,471,2021,2024-02,8753,6028,243,1463700,478988,32000,43400,33381,28600,616369,847331,57.9
R10194,OUT110,BrewBite Bellandur Food,Bellandur,East,Food Court,471,2021,2024-03,8789,5204,251,1307270,429382,32000,43000,47570,28200,580152,727118,55.6
R10195,OUT110,BrewBite Bellandur Food,Bellandur,East,Food Court,471,2021,2024-04,9503,6912,239,1651610,546010,32000,49500,60050,28200,715760,935850,56.7
R10196,OUT110,BrewBite Bellandur Food,Bellandur,East,Food Court,471,2021,2024-05,9007,6007,236,1415090,463320,32000,40200,70490,26000,632010,783080,55.3
R10197,OUT110,BrewBite Bellandur Food,Bellandur,East,Food Court,471,2021,2024-06,9887,6172,236,1457060,456558,32000,41600,112109,34100,676367,780693,53.6
R10198,OUT110,BrewBite Bellandur Food,Bellandur,East,Food Court,471,2021,2024-07,8009,5567,244,1359650,419705,32000,44000,95365,22500,613570,746080,54.9
R10199,OUT110,BrewBite Bellandur Food,Bellandur,East,Food Court,471,2021,2024-08,9651,5618,233,1310740,458355,32000,37800,56844,31500,616499,694241,53
R10200,OUT111,BrewBite Electronic City High,Electronic City,South,High Street,1154,2020,2023-01,5028,3408,230,784710,254780,82500,100200,59907,45800,543187,241523,30.8
R10201,OUT111,BrewBite Electronic City High,Electronic City,South,High Street,1154,2020,2023-02,4977,3218,209,671020,214238,82500,107300,50260,45700,499998,171022,25.5
R10202,OUT111,BrewBite Electronic City High,Electronic City,South,High Street,1154,2020,2023-03,5332,3653,292,1066060,352058,82500,115000,80319,49500,679377,386683,36.3
R10203,OUT111,BrewBite Electronic City High,Electronic City,South,High Street,1154,2020,2023-04,5325,3283,223,732010,267345,82500,117900,45163,43700,556608,175402,24
R10204,OUT111,BrewBite Electronic City High,Electronic City,South,High Street,1154,2020,2023-05,5439,3175,208,661600,204248,82500,136800,27935,54000,505483,156117,23.6
R10205,OUT111,BrewBite Electronic City High,Electronic City,South,High Street,1154,2020,2023-06,5296,3552,217,772280,272372,82500,131400,40126,42300,568698,203582,26.4
R10206,OUT111,BrewBite Electronic City High,Electronic City,South,High Street,1154,2020,2023-07,4559,3016,263,793700,282280,82500,96500,50804,50300,562384,231316,29.1
R10207,OUT111,BrewBite Electronic City High,Electronic City,South,High Street,1154,2020,2023-08,4963,3187,297,947110,280355,82500,103700,40891,50500,557946,389164,41.1
R10208,OUT111,BrewBite Electronic City High,Electronic City,South,High Street,1154,2020,2023-09,5258,2563,210,538290,159154,82500,112200,28639,44600,427093,111197,20.7
R10209,OUT111,BrewBite Electronic City High,Electronic City,South,High Street,1154,2020,2023-10,5155,3153,274,863660,250055,82500,115600,57193,46000,551348,312312,36.2
R10210,OUT111,BrewBite Electronic City High,Electronic City,South,High Street,1154,2020,2023-11,5434,3493,211,737040,228213,82500,113700,33083,42400,499896,237144,32.2
R10211,OUT111,BrewBite Electronic City High,Electronic City,South,High Street,1154,2020,2023-12,6200,3554,191,679100,214840,82500,118200,27843,43400,486783,192317,28.3
R10212,OUT111,BrewBite Electronic City High,Electronic City,South,High Street,1154,2020,2024-01,5518,2924,259,758010,273821,82500,114000,38755,50900,559976,198034,26.1
R10213,OUT111,BrewBite Electronic City High,Electronic City,South,High Street,1154,2020,2024-02,5035,3088,235,726620,240457,82500,128400,38020,54200,543577,183043,25.2
R10214,OUT111,BrewBite Electronic City High,Electronic City,South,High Street,1154,2020,2024-03,5539,3205,244,781420,249015,82500,89900,36525,50300,508240,273180,35
R10215,OUT111,BrewBite Electronic City High,Electronic City,South,High Street,1154,2020,2024-04,4961,2656,256,679720,204118,82500,130200,37414,48500,502732,176988,26
R10216,OUT111,BrewBite Electronic City High,Electronic City,South,High Street,1154,2020,2024-05,5376,3429,235,806340,282703,82500,110900,43666,55400,575169,231171,28.7
R10217,OUT111,BrewBite Electronic City High,Electronic City,South,High Street,1154,2020,2024-06,4388,3246,203,658110,197701,82500,106300,25376,56000,467877,190233,28.9
R10218,OUT111,BrewBite Electronic City High,Electronic City,South,High Street,1154,2020,2024-07,4610,2763,221,610530,187479,82500,113300,35778,42900,461957,148573,24.3
R10219,OUT111,BrewBite Electronic City High,Electronic City,South,High Street,1154,2020,2024-08,5035,3411,254,867080,272644,82500,117100,19597,44500,536341,330739,38.1
R10220,OUT112,BrewBite BTM Layout High,BTM Layout,South,High Street,1130,2019,2023-01,9308,5839,248,1450530,469801,124900,96400,69314,55500,815915,634615,43.8
R10221,OUT112,BrewBite BTM Layout High,BTM Layout,South,High Street,1130,2019,2023-02,8152,5081,284,1443700,508897,124900,126000,101168,45800,906765,536935,37.2
R10222,OUT112,BrewBite BTM Layout High,BTM Layout,South,High Street,1130,2019,2023-03,7553,5287,272,1438180,525907,124900,99600,110443,50100,910950,527230,36.7
R10223,OUT112,BrewBite BTM Layout High,BTM Layout,South,High Street,1130,2019,2023-04,9116,5070,240,1218290,367828,124900,102700,66428,47300,709156,509134,41.8
R10224,OUT112,BrewBite BTM Layout High,BTM Layout,South,High Street,1130,2019,2023-05,8767,5195,228,1184430,386074,124900,110300,78687,44000,743961,440469,37.2
R10225,OUT112,BrewBite BTM Layout High,BTM Layout,South,High Street,1130,2019,2023-06,8450,6201,265,1642220,467841,124900,109000,75247,49200,826188,816032,49.7
R10226,OUT112,BrewBite BTM Layout High,BTM Layout,South,High Street,1130,2019,2023-07,8154,5069,203,1030630,330196,124900,100500,57260,49800,662656,367974,35.7
R10227,OUT112,BrewBite BTM Layout High,BTM Layout,South,High Street,1130,2019,2023-08,8418,5589,203,1131790,349084,124900,93400,48165,46100,661649,470141,41.5
R10228,OUT112,BrewBite BTM Layout High,BTM Layout,South,High Street,1130,2019,2023-09,9673,6520,248,1614710,556706,124900,127100,74779,47800,931285,683425,42.3
R10229,OUT112,BrewBite BTM Layout High,BTM Layout,South,High Street,1130,2019,2023-10,10282,5215,242,1260590,474202,124900,108400,102040,61200,870742,389848,30.9
R10230,OUT112,BrewBite BTM Layout High,BTM Layout,South,High Street,1130,2019,2023-11,11426,7222,200,1445080,453165,124900,123200,134073,45700,881038,564042,39
R10231,OUT112,BrewBite BTM Layout High,BTM Layout,South,High Street,1130,2019,2023-12,10296,5248,246,1292850,460274,124900,99100,50723,44700,779697,513153,39.7
R10232,OUT112,BrewBite BTM Layout High,BTM Layout,South,High Street,1130,2019,2024-01,9107,5930,263,1560510,472956,124900,120600,97421,42300,858177,702333,45
R10233,OUT112,BrewBite BTM Layout High,BTM Layout,South,High Street,1130,2019,2024-02,8025,4218,293,1236180,415380,124900,109100,86466,46700,782546,453634,36.7
R10234,OUT112,BrewBite BTM Layout High,BTM Layout,South,High Street,1130,2019,2024-03,9362,5314,222,1179600,341049,124900,101300,80374,50100,697723,481877,40.9
R10235,OUT112,BrewBite BTM Layout High,BTM Layout,South,High Street,1130,2019,2024-04,8662,5562,216,1203730,406283,124900,128800,57349,40100,757432,446298,37.1
R10236,OUT112,BrewBite BTM Layout High,BTM Layout,South,High Street,1130,2019,2024-05,9710,5606,292,1639650,486116,124900,113900,120965,52900,898781,740869,45.2
R10237,OUT112,BrewBite BTM Layout High,BTM Layout,South,High Street,1130,2019,2024-06,8585,5172,231,1195830,430269,124900,89900,66332,42500,753901,441929,37
R10238,OUT112,BrewBite BTM Layout High,BTM Layout,South,High Street,1130,2019,2024-07,8603,4932,203,1000630,346726,124900,120700,52039,40100,684465,316165,31.6
R10239,OUT112,BrewBite BTM Layout High,BTM Layout,South,High Street,1130,2019,2024-08,8721,5678,254,1444150,483758,124900,107300,87146,48100,851204,592946,41.1
R10240,OUT113,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,887,2022,2023-01,4295,2432,236,573570,170729,75400,88700,23881,35700,394410,179160,31.2
R10241,OUT113,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,887,2022,2023-02,4085,2301,256,588340,194736,75400,91300,24290,35000,420726,167614,28.5
R10242,OUT113,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,887,2022,2023-03,5049,2827,273,771640,258422,75400,100900,45019,44400,524141,247499,32.1
R10243,OUT113,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,887,2022,2023-04,5817,4034,287,1157120,371029,75400,65700,55457,40200,607786,549334,47.5
R10244,OUT113,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,887,2022,2023-05,5671,3740,220,824200,284020,75400,89500,33290,50000,532210,291990,35.4
R10245,OUT113,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,887,2022,2023-06,5790,3413,251,857810,277903,75400,80900,43078,35600,512881,344929,40.2
R10246,OUT113,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,887,2022,2023-07,5413,3027,241,729580,231480,75400,91100,31797,36400,466177,263403,36.1
R10247,OUT113,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,887,2022,2023-08,6186,4677,239,1116720,370798,75400,89900,54325,42000,632423,484297,43.4
R10248,OUT113,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,887,2022,2023-09,5845,3625,227,821130,240686,75400,92400,43422,34100,486008,335122,40.8
R10249,OUT113,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,887,2022,2023-10,6339,3574,255,911560,293606,75400,87600,60946,42800,560352,351208,38.5
R10250,OUT113,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,887,2022,2023-11,7116,4660,184,857890,296290,75400,86300,51245,45300,554535,303355,35.4
R10251,OUT113,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,887,2022,2023-12,7094,3518,280,984700,315204,75400,82300,46410,36800,556114,428586,43.5
R10252,OUT113,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,887,2022,2024-01,6600,4166,239,996200,348423,75400,91400,58629,40400,614252,381948,38.3
R10253,OUT113,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,887,2022,2024-02,5705,3273,237,776380,253976,75400,78300,49645,41000,498321,278059,35.8
R10254,OUT113,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,887,2022,2024-03,5832,3804,216,822860,265869,75400,89200,46138,40000,516607,306253,37.2
R10255,OUT113,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,887,2022,2024-04,5854,3633,272,987700,350549,75400,98400,59170,37400,620919,366781,37.1
R10256,OUT113,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,887,2022,2024-05,6654,4204,281,1179860,371001,75400,91500,36953,40700,615554,564306,47.8
R10257,OUT113,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,887,2022,2024-06,5702,3615,213,771630,249668,75400,81900,31641,38500,477109,294521,38.2
R10258,OUT113,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,887,2022,2024-07,5180,3911,251,980050,339213,75400,80100,43019,31500,569232,410818,41.9
R10259,OUT113,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,887,2022,2024-08,5196,3385,217,736100,223285,75400,79200,45135,40500,463520,272580,37
R10260,OUT114,BrewBite Yelahanka Food,Yelahanka,North,Food Court,413,2021,2023-01,5895,3656,256,934740,278164,18200,38500,46845,27200,408909,525831,56.3
R10261,OUT114,BrewBite Yelahanka Food,Yelahanka,North,Food Court,413,2021,2023-02,5455,3561,226,803480,260746,18200,33900,48655,22300,383801,419679,52.2
R10262,OUT114,BrewBite Yelahanka Food,Yelahanka,North,Food Court,413,2021,2023-03,5575,3640,243,885430,247579,18200,34400,33119,22200,355498,529932,59.9
R10263,OUT114,BrewBite Yelahanka Food,Yelahanka,North,Food Court,413,2021,2023-04,5457,3495,241,843500,277783,18200,40200,23022,24800,384005,459495,54.5
R10264,OUT114,BrewBite Yelahanka Food,Yelahanka,North,Food Court,413,2021,2023-05,6093,3539,262,925820,281729,18200,36700,44975,24700,406304,519516,56.1
R10265,OUT114,BrewBite Yelahanka Food,Yelahanka,North,Food Court,413,2021,2023-06,5303,2948,219,646310,225378,18200,34500,46195,28900,353173,293137,45.4
R10266,OUT114,BrewBite Yelahanka Food,Yelahanka,North,Food Court,413,2021,2023-07,5057,2785,236,656180,208604,18200,39600,22060,23000,311464,344716,52.5
R10267,OUT114,BrewBite Yelahanka Food,Yelahanka,North,Food Court,413,2021,2023-08,5319,3019,235,710900,245645,18200,43300,38207,34400,379752,331148,46.6
R10268,OUT114,BrewBite Yelahanka Food,Yelahanka,North,Food Court,413,2021,2023-09,6279,3229,221,712260,231900,18200,42500,22032,28200,342832,369428,51.9
R10269,OUT114,BrewBite Yelahanka Food,Yelahanka,North,Food Court,413,2021,2023-10,5771,2845,263,747910,254452,18200,42400,40073,27500,382625,365285,48.8
R10270,OUT114,BrewBite Yelahanka Food,Yelahanka,North,Food Court,413,2021,2023-11,7187,4779,267,1277650,366271,18200,33000,86450,29300,533221,744429,58.3
R10271,OUT114,BrewBite Yelahanka Food,Yelahanka,North,Food Court,413,2021,2023-12,6609,4224,229,967390,322445,18200,32900,50007,22900,446452,520938,53.8
R10272,OUT114,BrewBite Yelahanka Food,Yelahanka,North,Food Court,413,2021,2024-01,5561,3383,237,802110,283889,18200,34500,28483,26600,391672,410438,51.2
R10273,OUT114,BrewBite Yelahanka Food,Yelahanka,North,Food Court,413,2021,2024-02,5577,3773,249,938750,283740,18200,47700,49793,26900,426333,512417,54.6
R10274,OUT114,BrewBite Yelahanka Food,Yelahanka,North,Food Court,413,2021,2024-03,5204,2986,241,718200,233721,18200,41000,24559,24400,341880,376320,52.4
R10275,OUT114,BrewBite Yelahanka Food,Yelahanka,North,Food Court,413,2021,2024-04,6256,4859,207,1007750,332660,18200,42900,42982,24400,461142,546608,54.2
R10276,OUT114,BrewBite Yelahanka Food,Yelahanka,North,Food Court,413,2021,2024-05,5710,3741,280,1045670,323731,18200,33500,60805,31000,467236,578434,55.3
R10277,OUT114,BrewBite Yelahanka Food,Yelahanka,North,Food Court,413,2021,2024-06,5080,2705,311,842450,273397,18200,32600,18435,32800,375432,467018,55.4
R10278,OUT114,BrewBite Yelahanka Food,Yelahanka,North,Food Court,413,2021,2024-07,5227,3091,260,803540,271509,18200,40000,24307,34800,388816,414724,51.6
R10279,OUT114,BrewBite Yelahanka Food,Yelahanka,North,Food Court,413,2021,2024-08,5106,2922,219,640480,194076,18200,45000,39464,21100,317840,322640,50.4
R10280,OUT115,BrewBite MG Road Standalone,MG Road,Central,Standalone,893,2023,2023-01,5606,3596,286,1026750,295044,107200,115200,38315,45900,601659,425091,41.4
R10281,OUT115,BrewBite MG Road Standalone,MG Road,Central,Standalone,893,2023,2023-02,5561,2697,263,707990,243037,107200,105000,25432,30900,511569,196421,27.7
R10282,OUT115,BrewBite MG Road Standalone,MG Road,Central,Standalone,893,2023,2023-03,5247,3173,251,796550,275937,107200,91200,41196,37100,552633,243917,30.6
R10283,OUT115,BrewBite MG Road Standalone,MG Road,Central,Standalone,893,2023,2023-04,6421,4124,288,1189040,370412,107200,101600,38570,40200,657982,531058,44.7
R10284,OUT115,BrewBite MG Road Standalone,MG Road,Central,Standalone,893,2023,2023-05,4870,2589,269,695430,253222,107200,109100,28019,41200,538741,156689,22.5
R10285,OUT115,BrewBite MG Road Standalone,MG Road,Central,Standalone,893,2023,2023-06,6106,3637,256,931600,266514,107200,95100,60560,50200,579574,352026,37.8
R10286,OUT115,BrewBite MG Road Standalone,MG Road,Central,Standalone,893,2023,2023-07,5247,3643,304,1108600,357430,107200,94800,43282,45200,647912,460688,41.6
R10287,OUT115,BrewBite MG Road Standalone,MG Road,Central,Standalone,893,2023,2023-08,5707,3272,245,803250,254973,107200,80200,30127,44200,516700,286550,35.7
R10288,OUT115,BrewBite MG Road Standalone,MG Road,Central,Standalone,893,2023,2023-09,5750,3867,291,1125610,352871,107200,100800,53193,37200,651264,474346,42.1
R10289,OUT115,BrewBite MG Road Standalone,MG Road,Central,Standalone,893,2023,2023-10,6801,4285,281,1204000,393813,107200,97500,52032,38200,688745,515255,42.8
R10290,OUT115,BrewBite MG Road Standalone,MG Road,Central,Standalone,893,2023,2023-11,6120,3455,268,927340,296157,107200,99600,64411,49900,617268,310072,33.4
R10291,OUT115,BrewBite MG Road Standalone,MG Road,Central,Standalone,893,2023,2023-12,8258,5622,222,1247250,367668,107200,111900,58105,40300,685173,562077,45.1
R10292,OUT115,BrewBite MG Road Standalone,MG Road,Central,Standalone,893,2023,2024-01,8025,4808,278,1335040,386510,107200,99700,83886,43600,720896,614144,46
R10293,OUT115,BrewBite MG Road Standalone,MG Road,Central,Standalone,893,2023,2024-02,7693,4582,258,1182940,342879,107200,100900,46016,48600,645595,537345,45.4
R10294,OUT115,BrewBite MG Road Standalone,MG Road,Central,Standalone,893,2023,2024-03,9638,5044,275,1387260,467451,107200,104200,76764,39400,795015,592245,42.7
R10295,OUT115,BrewBite MG Road Standalone,MG Road,Central,Standalone,893,2023,2024-04,9217,5420,242,1314200,446329,107200,86400,44414,44000,728343,585857,44.6
R10296,OUT115,BrewBite MG Road Standalone,MG Road,Central,Standalone,893,2023,2024-05,10939,7108,282,2004120,704746,107200,102400,55128,36000,1005474,998646,49.8
R10297,OUT115,BrewBite MG Road Standalone,MG Road,Central,Standalone,893,2023,2024-06,10412,6097,288,1753680,606736,107200,92200,124242,35800,966178,787502,44.9
R10298,OUT115,BrewBite MG Road Standalone,MG Road,Central,Standalone,893,2023,2024-07,9555,6351,277,1758360,563137,107200,105200,108780,29500,913817,844543,48
R10299,OUT115,BrewBite MG Road Standalone,MG Road,Central,Standalone,893,2023,2024-08,10946,7452,292,2172330,710214,107200,103600,123852,38100,1082966,1089364,50.1
R10300,OUT116,BrewBite Koramangala Mall,Koramangala,South,Mall,1463,2022,2023-01,6106,3812,307,1172020,421352,280900,169500,94975,54900,1021627,150393,12.8
R10301,OUT116,BrewBite Koramangala Mall,Koramangala,South,Mall,1463,2022,2023-02,7247,4404,269,1185380,351585,280900,158100,53544,44000,888129,297251,25.1
R10302,OUT116,BrewBite Koramangala Mall,Koramangala,South,Mall,1463,2022,2023-03,7417,4950,267,1320850,402601,280900,154900,26417,55700,920518,400332,30.3
R10303,OUT116,BrewBite Koramangala Mall,Koramangala,South,Mall,1463,2022,2023-04,8655,5055,274,1386670,395270,280900,139900,69826,54200,940096,446574,32.2
R10304,OUT116,BrewBite Koramangala Mall,Koramangala,South,Mall,1463,2022,2023-05,9515,6159,287,1768130,543590,280900,159500,37083,61900,1082973,685157,38.8
R10305,OUT116,BrewBite Koramangala Mall,Koramangala,South,Mall,1463,2022,2023-06,8908,5434,320,1738590,559241,280900,161800,73183,48400,1123524,615066,35.4
R10306,OUT116,BrewBite Koramangala Mall,Koramangala,South,Mall,1463,2022,2023-07,7943,4764,275,1308500,390209,280900,137300,47804,56700,912913,395587,30.2
R10307,OUT116,BrewBite Koramangala Mall,Koramangala,South,Mall,1463,2022,2023-08,8080,5171,271,1401330,437991,280900,144100,114412,56600,1034003,367327,26.2
R10308,OUT116,BrewBite Koramangala Mall,Koramangala,South,Mall,1463,2022,2023-09,9378,5215,257,1340760,434331,280900,140900,65149,60600,981880,358880,26.8
R10309,OUT116,BrewBite Koramangala Mall,Koramangala,South,Mall,1463,2022,2023-10,9725,6466,243,1572040,511667,280900,159100,42363,57700,1051730,520310,33.1
R10310,OUT116,BrewBite Koramangala Mall,Koramangala,South,Mall,1463,2022,2023-11,10674,6469,314,2031380,658112,280900,159200,75899,54800,1228911,802469,39.5
R10311,OUT116,BrewBite Koramangala Mall,Koramangala,South,Mall,1463,2022,2023-12,10446,7240,286,2074040,663348,280900,193000,89502,62700,1289450,784590,37.8
R10312,OUT116,BrewBite Koramangala Mall,Koramangala,South,Mall,1463,2022,2024-01,9032,6046,299,1809940,518992,280900,182700,78821,61000,1122413,687527,38
R10313,OUT116,BrewBite Koramangala Mall,Koramangala,South,Mall,1463,2022,2024-02,8428,5211,294,1531770,469460,280900,169100,78084,51500,1049044,482726,31.5
R10314,OUT116,BrewBite Koramangala Mall,Koramangala,South,Mall,1463,2022,2024-03,9022,4475,265,1184780,360809,280900,167000,100991,62900,972600,212180,17.9
R10315,OUT116,BrewBite Koramangala Mall,Koramangala,South,Mall,1463,2022,2024-04,8346,5787,253,1463930,448690,280900,154700,43242,62500,990032,473898,32.4
R10316,OUT116,BrewBite Koramangala Mall,Koramangala,South,Mall,1463,2022,2024-05,9843,5218,232,1209910,376010,280900,184300,24535,53900,919645,290265,24
R10317,OUT116,BrewBite Koramangala Mall,Koramangala,South,Mall,1463,2022,2024-06,8871,5967,283,1686460,549390,280900,161300,77341,42300,1111231,575229,34.1
R10318,OUT116,BrewBite Koramangala Mall,Koramangala,South,Mall,1463,2022,2024-07,8911,5011,298,1495650,473366,280900,149100,97516,50400,1051282,444368,29.7
R10319,OUT116,BrewBite Koramangala Mall,Koramangala,South,Mall,1463,2022,2024-08,7825,5353,288,1540640,462641,280900,167200,73001,62900,1046642,493998,32.1
R10320,OUT117,BrewBite MG Road Mall,MG Road,Central,Mall,1253,2019,2023-01,9432,5302,263,1394290,424559,240600,128600,47168,57600,898527,495763,35.6
R10321,OUT117,BrewBite MG Road Mall,MG Road,Central,Mall,1253,2019,2023-02,9239,6523,306,1996560,689327,240600,128600,68400,49800,1176727,819833,41.1
R10322,OUT117,BrewBite MG Road Mall,MG Road,Central,Mall,1253,2019,2023-03,9965,5858,265,1552170,470219,240600,133100,71419,48100,963438,588732,37.9
R10323,OUT117,BrewBite MG Road Mall,MG Road,Central,Mall,1253,2019,2023-04,10636,6902,281,1941610,580843,240600,127700,111354,47900,1108397,833213,42.9
R10324,OUT117,BrewBite MG Road Mall,MG Road,Central,Mall,1253,2019,2023-05,10909,7256,290,2106560,815962,240600,154900,125909,52600,1389971,716589,34
R10325,OUT117,BrewBite MG Road Mall,MG Road,Central,Mall,1253,2019,2023-06,9971,6652,315,2096730,668487,240600,129600,112532,47300,1198519,898211,42.8
R10326,OUT117,BrewBite MG Road Mall,MG Road,Central,Mall,1253,2019,2023-07,10044,7011,265,1859730,660155,240600,135700,51317,53200,1140972,718758,38.6
R10327,OUT117,BrewBite MG Road Mall,MG Road,Central,Mall,1253,2019,2023-08,10604,5576,296,1648890,558126,240600,122000,57645,61400,1039771,609119,36.9
